osvdbTitle,IP,status,lastSeenDate,assignedToUser,firstSeenDate,vulnId,formattedRisk
CVE-2016-7055 - OpenSSL - Denial of Service Issue,10.506.35.84,opened,2018-08-25 20:43:29.0, jaroslaw.dobiech@comarch.pl,2017-09-09 09:47:35.0,178212,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.85,opened,2018-08-25 09:36:02.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:15:24.0,49220,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.86,opened,2018-08-25 09:36:02.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:15:24.0,101865,Low
ICMP time stamp request,10.506.35.87,opened,2018-08-25 19:02:52.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:44:44.0,15570,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.133,opened,2018-08-25 09:19:07.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:14:24.0,101865,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.143,opened,2018-08-25 09:19:07.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:14:24.0,49220,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.68,opened,2018-08-25 09:21:17.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:18:11.0,49220,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.69,opened,2018-08-25 09:21:17.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:18:11.0,101865,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.71,opened,2018-08-25 20:43:29.0, jaroslaw.dobiech@comarch.pl,2017-07-08 08:53:23.0,49220,Low
ICMP time stamp request,10.506.35.72,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,15570,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.73,opened,2018-08-25 09:48:40.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:17:12.0,49220,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.74,opened,2018-08-25 09:20:55.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:21:03.0,49220,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.75,opened,2018-08-25 09:48:40.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:17:12.0,101865,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.76,opened,2018-08-25 09:38:45.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:12:23.0,49220,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.82,opened,2018-08-25 09:20:55.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:21:03.0,101865,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.83,opened,2018-08-25 09:38:45.0, jaroslaw.dobiech@comarch.pl,2017-01-08 07:12:23.0,101865,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.84,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-08 09:44:23.0,101865,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.133,opened,2018-08-25 17:25:52.0, jaroslaw.dobiech@comarch.pl,2017-01-08 09:32:43.0,49220,Low
OpenSSH and multiple SSH Tectia products CBC mode information disclosure,10.506.35.143,opened,2018-08-25 17:54:51.0, jaroslaw.dobiech@comarch.pl,2017-01-08 09:44:23.0,49220,Low
CVE-2008-5161 - SSH - Multiple Products - Information Disclosure Issue,10.506.35.68,opened,2018-08-25 17:25:52.0, jaroslaw.dobiech@comarch.pl,2017-01-08 09:32:43.0,101865,Low
CVE-2013-2566 - RC4 - Plaintext-Recovery Issue,10.506.35.69,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,92441,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.71,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.72,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,44305,Medium
CVE-2015-2808 - RC4 Algorithm - Bar Mitzvah Issue,10.506.35.73,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,161204,Medium
CVE-2015-4000 - TLS Protocol - Logjam Issue,10.506.35.74,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,162644,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,101808,Medium
REJECTED - CVE-2015-4000 - TLS Protocol - Logjam Issue,10.506.35.76,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,162646,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 17:23:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:56:26.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.83,opened,2018-08-25 17:23:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:56:26.0,101808,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.84,opened,2018-08-25 17:23:02.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:56:26.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.85,opened,2018-08-25 16:46:46.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:35:35.0,8076,Medium
CVE-2012-2532 - MS12-073 - Microsoft - IIS - Information Disclosure Issue,10.506.35.86,opened,2018-08-25 16:46:46.0, jaroslaw.dobiech@comarch.pl,2017-01-07 17:35:35.0,88648,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.87,opened,2018-08-25 18:51:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:39:15.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.133,opened,2018-08-25 18:51:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:39:15.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.143,opened,2018-08-25 18:51:35.0, jaroslaw.dobiech@comarch.pl,2017-01-21 13:39:15.0,44305,Medium
CVE-2005-1794 - Microsoft - Windows - Remote Desktop Protocol Server Private Key Disclosure Issue,10.506.35.68,opened,2018-08-25 18:51:35.0, jaroslaw.dobiech@comarch.pl,2017-01-07 18:35:47.0,8076,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.69,opened,2018-08-25 18:00:38.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:23:35.0,44305,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.71,opened,2018-08-25 18:00:38.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:23:35.0,100902,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.72,opened,2018-08-25 18:00:38.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:23:35.0,101808,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.73,opened,2018-08-25 18:00:59.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:23:15.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.74,opened,2018-08-25 18:00:59.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:23:15.0,44305,Medium
IETF - RFC 3279 X.509 Certificate - MD5 Signature Collision Issue,10.506.35.75,opened,2018-08-25 18:00:59.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:23:15.0,101808,Medium
Microsoft Windows 2000 Terminal Services man-in-the-middle attack,10.506.35.76,opened,2018-08-25 16:25:42.0, jaroslaw.dobiech@comarch.pl,2017-03-04 12:26:20.0,49946,Medium
CVE-2004-2761 - MD5 - Hash-collision Issue,10.506.35.82,opened,2018-08-25 17:22:42.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:53:16.0,100902,Medium
RFC 1321 MD5 algorithm weak security,10.506.35.83,opened,2018-08-25 17:22:42.0, jaroslaw.dobiech@comarch.pl,2017-01-21 14:53:16.0,44305,Medium
Websense Web Security and Web Filter Apache Tomcat information disclosure,10.506.35.84,opened,2018-08-25 19:04:42.0, jaroslaw.dobiech@comarch.pl,2018-07-21 18:45:24.0,34421,Medium
